coin,date,price,daily_pct_change,market_cap_billion,total_volume_billion
bitcoin,2024-08-29 00:00:00,59015.29633887944,-0.8588847283580336,1166.032395735947,42.018989572427856
bitcoin,2024-08-30 00:00:00,59351.5794909728,0.5698237117413463,1171.762256043917,32.56333395698606
bitcoin,2024-08-31 00:00:00,59156.24603646356,-0.3291124788666333,1168.2472057009672,44.0384966149476
bitcoin,2024-09-01 00:00:00,58960.23658664587,-0.3313419342006019,1164.278309271264,11.399086336303323
bitcoin,2024-09-02 00:00:00,57357.71617282246,-2.7179680859461985,1133.1330276606193,25.46562187797047
bitcoin,2024-09-03 00:00:00,59108.73235863689,3.052799697495812,1168.4102939159832,28.01278229096625
bitcoin,2024-09-04 00:00:00,57504.53858622044,-2.7139708608250213,1137.3616043705779,26.829983370358608
bitcoin,2024-09-05 00:00:00,57987.84601410068,0.8404683173930616,1144.983177152221,37.550380696745904
bitcoin,2024-09-06 00:00:00,56132.4047320886,-3.199707196506152,1109.2125530224157,30.005773445693723
bitcoin,2024-09-07 00:00:00,53923.35611071905,-3.935424879644833,1065.4620410805196,50.26081655681667
bitcoin,2024-09-08 00:00:00,54150.9383589072,0.4220476331644907,1068.954727890204,17.048448412007126
bitcoin,2024-09-09 00:00:00,54792.40755768575,1.18459479783517,1085.3902775735219,18.64482366223431
bitcoin,2024-09-10 00:00:00,57049.11875114327,4.118656751999139,1126.8400696318133,35.65541944807046
bitcoin,2024-09-11 00:00:00,57624.16178336144,1.0079788168623427,1137.9287778385285,29.67609330230697
bitcoin,2024-09-12 00:00:00,57381.76444500048,-0.4206522591552075,1134.292554478847,37.7656527352964
bitcoin,2024-09-13 00:00:00,58106.95122981528,1.2637931088889554,1148.469900814253,34.17785993302337
bitcoin,2024-09-14 00:00:00,60620.62747295754,4.325947567272226,1197.8323229160117,31.91974072376027
bitcoin,2024-09-15 00:00:00,60003.29940083042,-1.0183465560505756,1185.2559441248463,15.800120841166773
bitcoin,2024-09-16 00:00:00,59214.80226801806,-1.3140896262138768,1169.6775170830613,17.289597542866755
bitcoin,2024-09-17 00:00:00,58211.123231286256,-1.69497996833452,1150.4991944099338,32.196570894402115
bitcoin,2024-09-18 00:00:00,60317.0319794625,3.617708491569527,1191.8185523636112,34.19117011778261
bitcoin,2024-09-19 00:00:00,61440.41208494509,1.8624591904075949,1211.8378535489264,40.4453394151129
bitcoin,2024-09-20 00:00:00,62966.52931910512,2.4838981093584955,1243.871590271493,41.959080716287716
bitcoin,2024-09-21 00:00:00,63128.224540748255,0.2567955124597842,1246.4759811891352,35.58783047653339
bitcoin,2024-09-22 00:00:00,63403.40234925936,0.4359029744824827,1254.10441739248,12.938083115659332
bitcoin,2024-09-23 00:00:00,63582.59956924825,0.282630290093544,1255.8992863801957,20.349365412816724
bitcoin,2024-09-24 00:00:00,63327.02654450202,-0.4019543498970712,1251.0950792470433,23.998847798757655
bitcoin,2024-09-25 00:00:00,64334.14274876097,1.590341848043697,1271.1836463565712,31.49098459370592
bitcoin,2024-09-26 00:00:00,63151.89959401337,-1.8376605395435508,1245.721254991302,26.087643765748165
bitcoin,2024-09-27 00:00:00,65130.76884023231,3.1335070820364352,1287.151352432846,37.99556890394455
bitcoin,2024-09-28 00:00:00,65791.00212541742,1.0137041170275252,1299.7082261820726,32.66491750393111
bitcoin,2024-09-29 00:00:00,65934.10709441357,0.2175144995106626,1303.2176877178517,15.34291100284781
bitcoin,2024-09-30 00:00:00,65663.68986662335,-0.4101325394503363,1297.8256150763352,12.948707838938379
bitcoin,2024-10-01 00:00:00,63243.27532464382,-3.68607756721544,1249.577803402171,35.12444678927111
bitcoin,2024-10-02 00:00:00,60872.66854372554,-3.748393435901842,1202.927109017549,54.251488433950286
bitcoin,2024-10-03 00:00:00,60655.55979196848,-0.3566604799017714,1198.6520984934896,41.870731291867365
bitcoin,2024-10-04 00:00:00,60727.86395169296,0.1192045048672651,1200.4912376955153,37.71113844176231
bitcoin,2024-10-05 00:00:00,62103.01047283253,2.264440788224431,1226.663492771043,30.349059838684575
bitcoin,2024-10-06 00:00:00,62091.932585194016,-0.0178379237241066,1226.761949791163,11.09545316299067
bitcoin,2024-10-07 00:00:00,62811.79972811266,1.1593569614392951,1241.834324867657,14.592422860685437
bitcoin,2024-10-08 00:00:00,62287.39010510681,-0.8348902997140861,1231.0916966200957,33.87887614730253
bitcoin,2024-10-09 00:00:00,62185.230423727575,-0.1640134242369861,1229.7171805924397,28.62642927655382
bitcoin,2024-10-10 00:00:00,60597.15045618275,-2.5537896325601883,1197.73645028041,28.530748117898792
bitcoin,2024-10-11 00:00:00,60195.18073772453,-0.6633475591379279,1189.6916713751473,29.48197188564974
bitcoin,2024-10-12 00:00:00,62392.34048293159,3.650059221153068,1233.357176570333,32.008659336482644
bitcoin,2024-10-13 00:00:00,63207.77062127557,1.3069394929447364,1249.0022727172275,17.665963646417108
bitcoin,2024-10-14 00:00:00,62829.533686088886,-0.5984025879554933,1241.2419709510295,16.784552979060464
bitcoin,2024-10-15 00:00:00,66049.99492708022,5.125712466817767,1306.0856139978016,46.55379613414602
bitcoin,2024-10-16 00:00:00,66962.21994496793,1.3811129264957869,1323.774576161621,51.797932876828085
bitcoin,2024-10-17 00:00:00,67647.54414766871,1.0234490482304848,1337.3043991948869,40.64049538019594
bitcoin,2024-10-18 00:00:00,67328.10527002988,-0.4722106052239327,1330.387728623819,34.51207235792087
bitcoin,2024-10-19 00:00:00,68465.61920668735,1.6895083146856615,1353.5417993034876,39.984956633228045
bitcoin,2024-10-20 00:00:00,68388.87128965274,-0.1120970173407953,1351.9423476111997,14.110889435452632
bitcoin,2024-10-21 00:00:00,68962.82918045693,0.8392562707655538,1362.3816844599053,17.253863432786996
bitcoin,2024-10-22 00:00:00,67394.85775735618,-2.2736471831771854,1332.3268585744447,40.48549609195008
bitcoin,2024-10-23 00:00:00,67351.04793512498,-0.0650046957424099,1331.4268585084003,31.39838996738113
bitcoin,2024-10-24 00:00:00,66683.96806542306,-0.9904521015685952,1318.2854375462787,32.676918488058995
bitcoin,2024-10-25 00:00:00,68214.05205157402,2.294530500419234,1347.8881090105888,35.89260657003549
bitcoin,2024-10-26 00:00:00,66585.66535501445,-2.3871719207186337,1313.9750919422208,48.4269248500534
bitcoin,2024-10-27 00:00:00,67018.1650170265,0.6495386953124127,1325.1921186372595,21.16946778989267
bitcoin,2024-10-28 00:00:00,67938.55412885673,1.3733427520678854,1343.3505499001233,16.533385730434194
bitcoin,2024-10-29 00:00:00,69845.304531169,2.806580779885004,1380.8749230964145,41.99054038496554
bitcoin,2024-10-30 00:00:00,72781.11308158132,4.203301238528079,1439.3104200893665,65.48778200497014
bitcoin,2024-10-31 00:00:00,72342.62171127986,-0.602479615569973,1431.0855529001963,43.498144313673045
bitcoin,2024-11-01 00:00:00,70264.99735573279,-2.871922949984995,1390.1959082929318,45.90707418857015
bitcoin,2024-11-02 00:00:00,69507.92256395647,-1.0774565150034163,1374.687306836925,54.86309226131101
bitcoin,2024-11-03 00:00:00,69299.16036699413,-0.3003430245958727,1370.5168563657996,14.709379754965973
bitcoin,2024-11-04 00:00:00,68803.50626277467,-0.715238253385142,1362.3020322180198,37.65943550675704
bitcoin,2024-11-05 00:00:00,67793.29782704762,-1.4682513880453385,1340.1925104799568,46.18311099379166
bitcoin,2024-11-06 00:00:00,69335.42553133758,2.274749501380202,1370.963795352695,40.02502160149395
